feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
66.12,52.99,50.02,58.36,52.05,57.64,64.26,51.56,36.6,67.52,58.36,62.74,52.69,61.05,61.49,87.94,52.75,49.02,83.95,88.84,82.43,89.51,87.05,86.58,66.69
43.9,49.83,57.05,57.73,43.26,67.06,49.19,72.42,53.73,52.7,70.85,63.25,70.9,80.93,65.31,58.93,60.55,44.19,84.29,82.85,68.79,68.35,71.88,55.3,121.45
69.91,50.34,46.44,31.32,68.99,71.91,55.95,52.68,63.3,59.85,45.09,86.71,48.92,76.52,112.22,85.93,86.1,64.44,69.56,73.17,73.87,61.95,43.72,86.42,89.94
50.58,49.86,32.06,78.18,51.32,60.39,56.21,52.33,66.74,60.95,70.46,68.16,67.35,47.29,70.45,56.74,53.79,45.12,51.84,96.08,89.4,59.83,85.37,55.54,70.28
35.98,64.47,56.11,69.49,73.16,48.3,68.16,73.86,80.65,49.07,68.36,18.68,66.98,46.82,76.29,84.0,77.09,47.83,53.39,63.43,90.05,65.49,83.72,68.23,90.71
52.35,58.53,31.01,49.23,74.11,68.68,42.61,80.36,53.33,46.31,66.85,66.2,59.91,59.68,72.67,103.09,49.14,70.2,98.84,91.7,15.85,42.59,77.42,87.55,63.27
43.85,19.66,52.21,40.77,53.99,56.01,56.3,67.03,80.45,70.52,58.18,38.8,76.73,76.53,60.4,46.78,63.49,49.65,97.0,62.31,65.42,51.85,96.12,58.52,56.98
59.83,59.21,37.26,58.17,42.39,64.92,82.81,48.83,49.44,72.68,89.38,46.54,59.23,66.52,87.64,71.26,72.99,76.1,71.39,52.38,66.4,90.06,73.65,88.31,113.34
44.15,54.14,75.85,55.04,28.93,28.0,72.71,50.85,78.27,69.06,68.64,49.01,66.82,53.07,59.9,115.48,48.56,96.31,58.95,49.89,84.72,78.34,96.89,86.17,49.3
46.32,51.79,63.48,58.27,36.6,61.81,75.21,59.12,70.85,82.73,45.99,51.39,81.92,68.45,83.46,67.2,42.73,65.18,95.69,48.71,69.63,106.32,103.26,68.04,67.03
31.16,47.73,54.22,56.3,37.83,47.7,57.33,62.49,45.75,51.87,64.85,40.0,76.05,58.38,59.15,67.11,76.1,70.47,55.46,83.18,85.74,65.72,85.52,99.56,81.89
46.25,64.37,67.53,60.07,72.23,77.49,61.33,44.17,63.45,85.11,72.66,65.26,75.97,78.97,48.2,80.19,87.78,106.34,73.46,55.15,48.89,64.41,56.92,75.71,53.93
25.55,62.42,43.27,71.37,56.45,64.1,70.53,68.12,58.26,46.49,51.88,39.43,44.04,69.66,71.39,66.74,65.54,45.44,95.36,49.34,76.33,63.43,70.19,98.25,89.64
34.37,43.5,59.25,60.82,59.87,59.12,78.06,59.2,68.07,44.81,77.88,67.71,71.66,58.64,45.67,35.27,58.54,90.63,52.69,84.27,89.45,65.3,99.64,113.46,68.1
58.98,56.48,55.3,41.4,27.24,62.32,30.65,33.98,55.76,33.6,66.92,97.79,48.5,67.94,74.37,86.38,69.88,88.35,85.17,76.56,40.78,58.14,40.8,68.69,89.94
59.25,41.31,56.04,70.35,40.03,43.02,39.24,45.0,54.54,53.31,24.69,40.73,41.86,86.36,44.1,29.95,68.03,84.23,79.15,89.25,122.53,77.69,64.57,88.19,88.18
55.47,36.82,67.63,73.69,66.09,77.1,74.68,50.94,78.85,52.44,65.64,57.45,61.82,54.32,59.42,58.5,71.49,92.54,68.23,80.25,95.41,72.61,65.63,59.97,69.53
40.85,45.11,61.42,91.82,58.58,81.89,53.26,56.98,57.57,67.89,54.71,21.62,48.08,70.85,39.94,87.73,20.23,73.33,49.63,54.94,71.03,61.29,54.4,51.28,113.49
50.5,61.49,56.32,40.52,53.16,61.11,47.93,84.45,70.98,63.66,69.33,57.19,76.05,62.8,114.42,59.58,47.22,56.92,54.87,71.52,54.02,98.27,91.77,69.7,60.03
50.96,62.48,33.97,56.91,62.06,76.68,40.07,61.33,55.73,42.11,75.64,72.28,76.44,71.26,36.06,53.51,51.36,88.8,74.64,72.5,67.41,111.83,81.1,44.02,105.35
38.84,57.64,41.96,29.01,75.45,48.6,49.51,46.23,83.17,54.11,64.03,73.53,31.61,52.87,65.17,81.83,69.79,89.52,41.24,51.62,72.72,96.5,57.71,53.37,101.44
66.79,59.98,51.59,60.64,52.24,45.64,38.07,61.09,49.16,54.43,86.81,63.24,49.33,65.88,85.01,50.68,70.44,89.0,71.55,47.91,80.03,83.72,86.02,87.01,114.84
60.21,57.68,54.07,47.42,55.87,56.53,85.23,53.07,50.09,33.36,58.23,76.23,38.91,82.83,83.14,44.0,78.77,68.85,79.55,56.39,101.76,88.0,69.59,62.7,78.92
48.68,44.94,40.0,77.08,57.41,61.65,56.7,62.55,81.11,45.29,70.68,102.74,55.37,48.07,79.9,70.94,71.77,54.39,88.21,110.73,61.24,110.98,53.86,89.63,57.26
51.28,56.75,80.73,44.7,84.9,50.88,56.22,66.13,52.55,48.44,73.48,89.4,70.51,41.4,59.45,62.71,42.94,71.64,41.73,61.75,82.54,87.97,57.67,80.59,121.73
53.19,60.8,70.44,33.73,28.76,62.99,64.94,74.93,82.22,81.5,59.49,53.64,59.0,42.05,88.64,43.61,93.77,85.9,94.67,94.66,44.51,59.71,82.38,114.73,67.47
29.56,60.3,59.92,48.34,63.54,59.98,69.99,57.66,71.93,62.87,73.07,38.78,53.27,44.1,80.98,77.47,90.53,87.46,102.06,60.63,62.52,80.24,93.19,85.54,56.7
48.4,65.08,53.83,30.29,53.56,43.02,69.77,80.95,56.76,69.93,51.78,55.5,84.45,74.12,68.72,74.36,43.72,59.84,77.0,87.78,78.72,85.15,62.53,98.51,70.73
43.84,59.79,50.56,63.01,62.08,62.74,71.49,70.71,32.71,37.52,54.45,46.85,24.97,40.1,69.21,59.52,73.16,73.99,48.76,88.05,85.17,51.11,84.71,82.84,52.91
40.48,55.87,42.05,29.22,46.78,67.23,48.48,48.1,58.72,77.91,40.66,69.22,83.41,58.94,59.68,60.76,55.98,43.13,62.6,89.05,55.56,66.02,107.01,80.85,86.84
48.05,63.77,53.89,54.34,54.39,58.23,52.98,88.94,60.47,79.52,64.74,43.1,54.02,74.51,49.08,74.47,69.57,86.71,68.07,77.76,61.96,95.11,45.93,99.62,61.37
69.88,51.71,55.96,29.07,63.89,70.98,67.38,62.58,75.92,30.02,66.04,60.83,61.71,71.08,86.65,87.43,86.49,53.12,74.27,97.55,100.94,33.71,80.65,88.71,68.53
57.73,42.3,38.72,50.16,93.91,40.17,49.88,46.31,82.03,49.42,79.28,75.41,54.3,57.45,87.96,60.91,106.41,82.92,69.43,77.57,94.82,45.74,90.86,78.62,96.78
45.0,50.21,56.84,73.72,65.1,62.08,56.93,81.14,49.07,67.44,73.26,60.39,88.46,67.25,49.53,77.78,80.9,46.16,74.48,104.27,75.27,68.3,70.95,78.52,89.03
57.01,43.81,51.21,58.33,44.4,40.79,62.38,87.09,70.62,69.67,56.59,46.86,42.69,65.82,62.31,76.17,72.46,87.6,67.23,37.6,25.15,79.43,99.62,85.84,75.35
